Date,Group,TopicType,Url,Title,RawGithubUrl,ADA Status,Eligible for Exec Doc Conversion?,Reason for Ineligiblity,PageViews,PVMoM,Visitors,Engagement,Flags,BounceRate,ClickThroughRate,CopyTryScrollRate,ExitRate,HelpfulRating,Ratings,Verbatims,Link_Drilldown_Docs,Link_Trends,Freshness,LastPublished,LastReviewed,OrganicSearchReferrals,OrganicSearchRate,DirectTrafficRate,MicrosoftTrafficRate,ExternalTrafficRate,SocialMediaTrafficRate,CopyRate,TryRate,ScrollRate,FirstPublished,MSAuthor,IsHistorical,RedirectUrl,PlatformId,TopicKey,CSAs
25-Feb,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/aks/virtual-nodes-cli,Create virtual nodes in Azure Kubernetes Service (AKS) using Azure CLI - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/virtual-nodes-cli.md,,yes,,196,-31.00%,141,H,0,11.70%,25.00%,79.40%,36.20%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=1e725812-0fb0-6d74-0d58-9389f27938fe,https://aka.ms/learncontenttrends?p_SelectedPlatformId=1e725812-0fb0-6d74-0d58-9389f27938fe,> 365 days,12/9/2024,8/28/2023,62,31.60%,7.70%,54.10%,6.60%,0.00%,9%,1%,79%,8/1/2024,nickoman,No,,1e725812-0fb0-6d74-0d58-9389f27938fe,e344bd22-6254-30a8-b3de-89d15635c8bf,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/aks/virtual-nodes-portal,Create virtual nodes in Azure Kubernetes Service (AKS) using the Azure portal - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/virtual-nodes-portal.md,,yes,,367,-30.00%,267,H,1,10.10%,16.60%,84.30%,36.50%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=5c6b74b6-63d3-322b-8275-81d04a5a5722,https://aka.ms/learncontenttrends?p_SelectedPlatformId=5c6b74b6-63d3-322b-8275-81d04a5a5722,> 365 days,8/1/2024,5/9/2023,79,21.50%,47.40%,20.20%,10.90%,0.00%,5%,1%,84%,8/1/2024,nickoman,No,,5c6b74b6-63d3-322b-8275-81d04a5a5722,e71399db-9861-3188-876b-497b65c0c6de,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/aks/deploy-application-template,Deploy an Azure Kubernetes application by using an ARM template - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/deploy-application-template.md,,yes,,85,-32.00%,66,H,0,4.70%,32.90%,84.80%,23.50%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=d0f42e1d-dfdc-6fd0-bba5-84abccd1f8d3,https://aka.ms/learncontenttrends?p_SelectedPlatformId=d0f42e1d-dfdc-6fd0-bba5-84abccd1f8d3,> 365 days,1/17/2025,5/15/2023,49,57.60%,5.90%,36.50%,0.00%,0.00%,2%,0%,85%,8/1/2024,maanasagovi,No,,d0f42e1d-dfdc-6fd0-bba5-84abccd1f8d3,f915d370-44df-356e-bedf-e3403afb9e09,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/aks/deploy-application-az-cli,Deploy an Azure Kubernetes application programmatically by using Azure CLI - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/deploy-application-az-cli.md,,yes,,17,-67.90%,14,H,0,,58.80%,100.00%,,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=7a749b26-7390-556e-cc89-fef6ac81ccc8,https://aka.ms/learncontenttrends?p_SelectedPlatformId=7a749b26-7390-556e-cc89-fef6ac81ccc8,91-180 days,########,########,5,29.40%,0.00%,70.60%,0.00%,0.00%,0%,0%,100%,8/1/2024,maanasagovi,No,,7a749b26-7390-556e-cc89-fef6ac81ccc8,a797b554-3e42-307c-8db8-5f8847db8d58,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/aks/improve-network-fault-tolerance-in-aks-using-tcp-keepalive,Improve network fault tolerance in Azure Kubernetes Service using TCP keepalive - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/improve-network-fault-tolerance-in-aks-using-tcp-keepalive.md,,yes,,228,-0.90%,168,H,1,9.60%,21.90%,86.90%,49.10%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=fd492d2a-4ad5-1ff0-38af-276eb6b36331,https://aka.ms/learncontenttrends?p_SelectedPlatformId=fd492d2a-4ad5-1ff0-38af-276eb6b36331,91-180 days,12/3/2024,########,101,44.30%,11.40%,41.70%,2.60%,0.00%,8%,0%,87%,12/3/2024,rhulrai,No,,fd492d2a-4ad5-1ff0-38af-276eb6b36331,07d5fcc5-41e5-34b4-8085-89a7473de806,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/aks/quotas-skus-regions,"Limits for resources, SKUs, and regions in Azure Kubernetes Service (AKS) - Azure Kubernetes Service",https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/quotas-skus-regions.md,,no,no supported bash or Azure CLI commands present,"3,093",-20.70%,"2,130",H,0,9.40%,28.90%,89.00%,33.90%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=e37a5bf2-aa5e-7d48-e9ed-c221ad32812e,https://aka.ms/learncontenttrends?p_SelectedPlatformId=e37a5bf2-aa5e-7d48-e9ed-c221ad32812e,> 365 days,########,1/12/2024,"1,399",45.20%,16.70%,34.50%,3.50%,0.00%,7%,0%,89%,8/1/2024,nickoman,No,,e37a5bf2-aa5e-7d48-e9ed-c221ad32812e,f68fcef9-6c88-357d-94c8-529c69f8bbb2,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/reliability/migrate-workload-aks-mysql,Migrate Azure Kubernetes Service and MySQL Flexible Server workloads to availability zone support,https://raw.githubusercontent.com/MicrosoftDocs/azure-docs/refs/heads/main/articles/reliability/migrate-workload-aks-mysql.md,,no,no bash or Azure CLI commands present; content is conceptual and architectural guidance only,38,-7.30%,27,H,1,5.30%,18.40%,81.50%,31.60%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=dcc31efa-ab80-c000-bd27-c1db463bad32,https://aka.ms/learncontenttrends?p_SelectedPlatformId=dcc31efa-ab80-c000-bd27-c1db463bad32,> 365 days,2/27/2025,8/29/2022,26,68.40%,7.90%,23.70%,0.00%,0.00%,15%,0%,82%,11/9/2022,anaharris,No,,dcc31efa-ab80-c000-bd27-c1db463bad32,3b013a45-349c-3fde-800a-e6824bae89f1,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/aks/monitor-aks,Monitor Azure Kubernetes Service (AKS) - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/monitor-aks.md,,yes,,"4,603",-29.80%,"2,898",H,0,11.50%,32.20%,87.20%,32.40%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=10aecea0-e9c8-80ff-f038-155c6ef1318a,https://aka.ms/learncontenttrends?p_SelectedPlatformId=10aecea0-e9c8-80ff-f038-155c6ef1318a,91-180 days,2/27/2025,9/6/2024,"2,780",60.40%,13.30%,22.30%,3.90%,0.10%,5%,0%,87%,8/1/2024,xuhliu,No,,10aecea0-e9c8-80ff-f038-155c6ef1318a,86b7bc71-e8df-3481-a8aa-c68edc739e25,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/aks/concepts-network-isolated,Network isolated AKS clusters - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/concepts-network-isolated.md,,no,no bash or terminal commands present,630,-47.40%,413,H,0,9.00%,33.30%,86.90%,27.30%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=ac68b518-9afb-b6df-a73e-e5a11c860f55,https://aka.ms/learncontenttrends?p_SelectedPlatformId=ac68b518-9afb-b6df-a73e-e5a11c860f55,91-180 days,12/8/2024,########,159,25.20%,11.00%,60.80%,2.70%,0.30%,6%,0%,87%,########,shasb,No,,ac68b518-9afb-b6df-a73e-e5a11c860f55,c57d591c-2f61-3c7a-8d92-90b9ba7e4bd4,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/aks/node-problem-detector,Node Problem Detector (NPD) in Azure Kubernetes Service (AKS) nodes - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/node-problem-detector.md,,yes,,303,-20.50%,199,H,0,8.60%,27.70%,85.40%,43.60%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=746f3049-354b-2ab3-5f94-6c813293e1e7,https://aka.ms/learncontenttrends?p_SelectedPlatformId=746f3049-354b-2ab3-5f94-6c813293e1e7,> 365 days,10/1/2024,5/31/2023,137,45.20%,11.20%,40.90%,2.00%,0.70%,12%,0%,85%,8/1/2024,nickoman,No,,746f3049-354b-2ab3-5f94-6c813293e1e7,1926ed0e-cd43-34d4-a64e-466503dffd3f,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/aks/istio-plugin-ca,Plug in CA certificates for Istio-based service mesh add-on on Azure Kubernetes Service - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/istio-plugin-ca.md,,yes,,340,-18.30%,179,H,0,9.70%,37.60%,90.50%,38.50%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=5a155fd7-8e44-df98-df0f-ea7059f68f06,https://aka.ms/learncontenttrends?p_SelectedPlatformId=5a155fd7-8e44-df98-df0f-ea7059f68f06,> 365 days,1/16/2025,12/4/2023,97,28.50%,13.80%,46.20%,10.90%,0.60%,7%,0%,91%,8/1/2024,shasb,No,,5a155fd7-8e44-df98-df0f-ea7059f68f06,33c611d2-20b6-371e-9bc6-fa8095e3fc46,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/aks/supported-kubernetes-versions,Supported Kubernetes versions in Azure Kubernetes Service (AKS). - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/supported-kubernetes-versions.md,,yes,,"12,607",-34.30%,"7,143",H,1,9.30%,21.00%,91.20%,56.70%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=d328cc3a-4fa8-3fe0-f00b-fc8bce67d4df,https://aka.ms/learncontenttrends?p_SelectedPlatformId=d328cc3a-4fa8-3fe0-f00b-fc8bce67d4df,91-180 days,1/14/2025,########,"7,091",56.20%,19.80%,15.70%,8.10%,0.10%,9%,0%,91%,8/1/2024,nickoman,No,,d328cc3a-4fa8-3fe0-f00b-fc8bce67d4df,ace29371-06b0-3ea4-8cc6-7e0ba9b340bf,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/aks/openfaas,Use OpenFaaS on Azure Kubernetes Service (AKS) - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/openfaas.md,,yes,,55,-23.60%,41,H,0,5.50%,27.30%,85.40%,49.10%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=47538ce7-a5a0-954e-6609-5109331a031d,https://aka.ms/learncontenttrends?p_SelectedPlatformId=47538ce7-a5a0-954e-6609-5109331a031d,> 365 days,10/9/2024,8/29/2023,22,40.00%,25.50%,27.30%,7.30%,0.00%,12%,0%,85%,8/1/2024,juda,No,,47538ce7-a5a0-954e-6609-5109331a031d,8d41acb0-1ab3-3fac-a937-e2315a996055,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/aks/virtual-nodes,Use virtual nodes - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/virtual-nodes.md,,no,No bash or Azure CLI commands present; content is conceptual only.,772,-36.50%,516,H,0,7.90%,28.10%,83.30%,32.90%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=77a26d40-d9c3-93b5-0eae-8132470c9958,https://aka.ms/learncontenttrends?p_SelectedPlatformId=77a26d40-d9c3-93b5-0eae-8132470c9958,> 365 days,########,11/6/2023,410,53.10%,13.00%,27.80%,6.10%,0.00%,3%,0%,83%,8/1/2024,magoedte,No,,77a26d40-d9c3-93b5-0eae-8132470c9958,8dc0a889-6227-301e-b0be-91feee91f3b3,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/aks/concepts-vulnerability-management,Vulnerability management for Azure Kubernetes Service - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/concepts-vulnerability-management.md,,no,No supported bash or terminal commands present; content is conceptual/documentation only.,554,-32.50%,360,H,1,16.40%,26.20%,84.40%,42.10%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=bffc8f88-0583-3aad-c510-c5b9d48e1d86,https://aka.ms/learncontenttrends?p_SelectedPlatformId=bffc8f88-0583-3aad-c510-c5b9d48e1d86,> 365 days,8/1/2024,3/17/2023,238,43.00%,26.20%,26.90%,4.00%,0.00%,5%,0%,84%,8/1/2024,magoedte,No,,bffc8f88-0583-3aad-c510-c5b9d48e1d86,babff229-01bc-32fb-a7ed-963fa98b5135,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,faq,https://learn.microsoft.com/en-us/azure/aks/faq,AKS frequently asked questions,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/faq.yml,,no,"no executable bash/terminal commands present, only FAQ/informational content","1,785",-22.10%,"1,251",H,1,12.20%,19.20%,83.30%,40.10%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=35da25c0-fcd7-06df-04b1-0b8ef4be9f0a,https://aka.ms/learncontenttrends?p_SelectedPlatformId=35da25c0-fcd7-06df-04b1-0b8ef4be9f0a,> 365 days,2/27/2025,11/6/2023,510,28.60%,21.90%,41.40%,6.70%,1.40%,8%,0%,83%,8/1/2024,,No,,35da25c0-fcd7-06df-04b1-0b8ef4be9f0a,c9fb3f5b-6208-3fc9-800c-9b6a5d69a45c,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,faq,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/create-upgrade-delete/aks-common-issues-faq,Azure Kubernetes Service (AKS) common issues FAQ,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/create-upgrade-delete/aks-common-issues-faq.yml,,no,does not contain any supported bash/azurecli commands; only FAQ content and informational text,317,-20.40%,240,H,1,6.30%,8.80%,93.30%,46.40%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=86b0fe50-087d-7d8c-de00-72c896926e18,https://aka.ms/learncontenttrends?p_SelectedPlatformId=86b0fe50-087d-7d8c-de00-72c896926e18,> 365 days,4/10/2024,########,66,20.80%,45.70%,30.60%,2.80%,0.00%,6%,0%,93%,4/10/2024,,No,,86b0fe50-087d-7d8c-de00-72c896926e18,a817e5c6-2493-3ef9-a546-8f00d30a6869,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,faq,https://learn.microsoft.com/en-us/azure/aks/windows-faq,Windows Server on AKS FAQ,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/windows-faq.yml,,yes,,123,-44.30%,103,H,1,10.60%,23.60%,89.30%,27.60%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=cd44c303-4f8e-28a2-8b09-f3a774a7c07d,https://aka.ms/learncontenttrends?p_SelectedPlatformId=cd44c303-4f8e-28a2-8b09-f3a774a7c07d,> 365 days,2/21/2025,11/6/2023,33,26.80%,14.60%,54.50%,4.10%,0.00%,2%,0%,89%,8/1/2024,,No,,cd44c303-4f8e-28a2-8b09-f3a774a7c07d,714e1649-01ad-36cf-ac89-62ee446112df,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/azure/aks/manage-abort-operations,Abort an AKS long-running operation - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/manage-abort-operations.md,,yes,,375,-16.70%,271,H,1,7.20%,10.70%,89.30%,48.50%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=1896d7c3-9708-4ff7-64aa-fe79ffb2b4ea,https://aka.ms/learncontenttrends?p_SelectedPlatformId=1896d7c3-9708-4ff7-64aa-fe79ffb2b4ea,181-270 days,########,6/12/2024,255,68.00%,15.70%,14.40%,1.90%,0.00%,27%,2%,89%,8/1/2024,nickoman,No,,1896d7c3-9708-4ff7-64aa-fe79ffb2b4ea,26a3617c-fc7e-3c2d-83d0-b32d5159e5e5,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/azure/aks/csi-secrets-store-identity-access,Access Azure Key Vault with the CSI Driver Identity Provider - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/csi-secrets-store-identity-access.md,,yes,,"4,336",-29.00%,"1,868",H,0,8.70%,47.00%,91.20%,33.00%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=4315482d-119e-9ad2-e993-75ba4c2b1246,https://aka.ms/learncontenttrends?p_SelectedPlatformId=4315482d-119e-9ad2-e993-75ba4c2b1246,> 365 days,########,########,669,15.40%,7.90%,73.50%,3.20%,0.00%,25%,0%,91%,8/1/2024,nickoman,No,,4315482d-119e-9ad2-e993-75ba4c2b1246,8fcadb54-fe14-371e-aa56-05a32c3028f9,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/azure/aks/kubernetes-portal,Access Kubernetes resources using the Azure portal - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/kubernetes-portal.md,,yes,,"1,462",-22.00%,"1,102",H,1,8.10%,23.40%,91.70%,47.40%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=4f305a40-9212-8c60-bfa3-0e3002f41404,https://aka.ms/learncontenttrends?p_SelectedPlatformId=4f305a40-9212-8c60-bfa3-0e3002f41404,181-270 days,8/27/2024,7/26/2024,508,34.70%,56.10%,7.30%,1.80%,0.00%,4%,1%,92%,8/1/2024,schaffererin,No,,4f305a40-9212-8c60-bfa3-0e3002f41404,a26f36dc-ba8a-3267-95c3-244d06050f71,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/azure/aks/spot-node-pool,Add an Azure Spot node pool to an Azure Kubernetes Service (AKS) cluster - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/spot-node-pool.md,,yes,,839,-35.20%,559,H,1,8.10%,22.60%,88.90%,49.00%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=6fa1c200-3210-e83c-13a2-fc2a392f7188,https://aka.ms/learncontenttrends?p_SelectedPlatformId=6fa1c200-3210-e83c-13a2-fc2a392f7188,> 365 days,########,3/29/2023,545,65.00%,13.80%,15.00%,5.70%,0.50%,17%,0%,89%,8/1/2024,schaffererin,No,,6fa1c200-3210-e83c-13a2-fc2a392f7188,5d0c76fc-b338-3a6d-a2ec-bf982f3bca0b,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/azure/aks/api-server-vnet-integration,API Server VNet Integration in Azure Kubernetes Service (AKS) - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/api-server-vnet-integration.md,,yes,,"1,669",-23.50%,970,H,1,11.30%,15.30%,83.20%,37.80%,0.00%,1,1,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=a184a442-7b03-08e1-dc6f-311dc8790920,https://aka.ms/learncontenttrends?p_SelectedPlatformId=a184a442-7b03-08e1-dc6f-311dc8790920,> 365 days,11/8/2024,5/19/2023,640,38.30%,21.80%,33.10%,6.40%,0.30%,14%,1%,83%,8/1/2024,allensu,No,,a184a442-7b03-08e1-dc6f-311dc8790920,abe5414c-955f-329b-a48d-22267259dfb1,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/azure/aks/aks-extension-attach-azure-container-registry,Attach to Azure Container Registry (ACR) using the Azure Kubernetes Service (AKS) extension for Visual Studio Code - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/aks-extension-attach-azure-container-registry.md,,no,"Instructions are GUI-based and require actions in Visual Studio Code, not bash/terminal commands.",216,-12.20%,184,H,0,7.40%,54.60%,89.70%,25.50%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=2e95babf-f51c-977b-810d-0d8d92770324,https://aka.ms/learncontenttrends?p_SelectedPlatformId=2e95babf-f51c-977b-810d-0d8d92770324,181-270 days,8/1/2024,7/15/2024,139,64.40%,3.20%,31.90%,0.50%,0.00%,1%,0%,90%,8/1/2024,qpetraroia,No,,2e95babf-f51c-977b-810d-0d8d92770324,d58693e9-526c-3c54-b378-6f9cf9026aca,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/azure/aks/automated-deployments,Automated deployments for Azure Kubernetes Service (AKS) - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/automated-deployments.md,,no,contains GUI-based instructions and no bash/terminal commands,401,-32.40%,293,H,1,15.20%,26.70%,86.30%,37.20%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=f52a141d-c49b-5ccf-e1b5-eb58147aabe5,https://aka.ms/learncontenttrends?p_SelectedPlatformId=f52a141d-c49b-5ccf-e1b5-eb58147aabe5,> 365 days,2/26/2025,5/10/2023,107,26.70%,20.20%,49.90%,1.00%,2.20%,2%,0%,86%,8/1/2024,qpetraroia,No,,f52a141d-c49b-5ccf-e1b5-eb58147aabe5,27f64bae-ac33-3f7b-b99f-c2684f6c80e0,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Concepts,how-to,https://learn.microsoft.com/en-us/azure/aks/auto-upgrade-cluster,Automatically upgrade an Azure Kubernetes Service (AKS) cluster - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/auto-upgrade-cluster.md,,yes,,"1,720",-29.50%,981,H,0,9.20%,33.20%,89.40%,34.80%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=0d1c5137-6401-bedc-b482-d0be70214e2f,https://aka.ms/learncontenttrends?p_SelectedPlatformId=0d1c5137-6401-bedc-b482-d0be70214e2f,> 365 days,9/24/2024,5/1/2023,514,29.90%,18.20%,44.10%,7.80%,0.00%,13%,0%,89%,8/1/2024,nickoman,No,,0d1c5137-6401-bedc-b482-d0be70214e2f,11d39652-801b-3b39-9ba4-53dd345b5cf6,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
